Theme,Title,Poem
Friendship,True friendship forever,"People often say,
 
That true friend is difficult to find,
 
But, I want the world to know,
 
That I have already found mine,
 
Proud of you my friend,
 
With you I am so me,
 
I don't need to pretend,
 
Friend you are the best,
 
With you life is like a fest!"
Friendship,A Friend Like You,"A friend so loving and caring like you,

Is so hard to find, 'coz people like you are few. 

You taught me how to chase all my dreams, 

And that my life is more beautiful than it seems. 

I owe whatever I am today to you my dear friend,

I will never ever let go of you till the very end."
Friendship,Lamp of Friendship,"You mean so much to me, 

When I think of a friend, it is you that I see,

All the good times that we had,

You were always there whether I was happy or sad,

You are the best I think you know it,

I hope and pray that the lamp of friendship will always remain lit!"
Friendship,That share and care,"That sharing and that caring way

Those memorable things per say

You make me a better person each day

You help me find my way

You are a friend I can trust on

You are a friend I can rely on

Be as you are, you are the best

Be my best friend forever

This friendship will stay forever!"
Friendship,Everlasting Friendship,"You are my best friend from the start,

And made a promise that we will never part.

A friend so powerful and true,

Is what I always see in you.

We are friends right from birth,

And will stay so until sustains this Earth."
Friendship,You are so very good,"Oh my friend we are so good together 

We can be a success story on own

We can create some new memories 

Some new things unknown

We are so good together 

Like a perfect bond of love 

Where there is happiness along the way 

And there is no shove 

Thanks for being in my life! 

You are truly awesome! 

I love you my bestie!"
Friendship,A friend should always be there,"A friend is always there in your need 

A friend is there in testing time 

A friend always stays with you 

Whatever is your time 

A true friend won't leave your side 

There is a deep connection from inside 

A friend will always stay in your life 

Will help you smile and strive 

A true friend will always stay!"
Friendship,When no one was,"You were there when no one was,
 
With you there are no reasons or cause,
 
You understand my mind in a perfect way,
 
I don't even have to say,
 
I am so lucky to have you in my life,
 
Without you in my life, I would have to strive,
 
Thanks my friend for everything,
 
Without you life is nothing!"
Friendship,I turn to you for,"I turn to my friend in hour of grief 

I turn to my friend in sorrow 

For I know she will be there with me 

Today and tomorrow 

To share all my pain 

To dry my tears in vain 

My friend will always be there 

Because I know my friend does care 

That is what friends are for!"
Friendship,Fun Never Ceases With You,"With support, with faith

And you shower me with care.

A sweet and sincere message

In your every biting stare.


Bring me up, when I fall and

Like a breeze, you sail me through.

Beat me down, when I fail,

Like a teacher you scold me too.


With a friend like you,

I know what friendship is

And for the bond we share, I swear,

Our fun flow will never cease."
Friendship,Heart of gold,"Friends have a heart of gold,
 
So many secrets kept, stories untold,
 
The emotion of friendship cannot be sold,
 
Friends are life,
 
Even if there is nothing left,
 
Their love is enough to suffice,
 
Salute to the spirit of true friendship!"
Friendship,It's like that for you,"Friendship is that emotion
 
That strives you to do things in life
 
True friendship is like an inspiration

True friends are always there to help you 

When you are down or you feel blue
 
That is true friendship for you 

Cheers to my friend!"
Friendship,Friends for Life,"My best friend makes my heart sing,

It would even fly if it had a wing.

They stay with you in times of need,

Good friends are never carried away by greed.

What would I have done?

If a friend like you had I never won."
Friendship,Power of Friendship,"A friend evolves from the strangest of life's corners,

But settles in your heart and does you the greatest honor.

Your friend lifts you up whenever you are down,

With just the strongest of shoulders you will ever find in town.

Even when your friendship observes a rift,

You will realize that your friend has been a gift."
Friendship,You are the one for me,"You are the one I can trust on you 

You are the one I can call you mine 

The way you understand me my friend 

No one else can do after pretend 

That inner connect and that soul 

You play the most important role 

I can bear my heart and my way 

The way you comfort and you say 

Lucky coz you are here with me 

With you, I have life's every glee 

Thanks for everything my bestie 

There are many things left to see 

In your sweet company!"
Friendship,What makes you best,"A true friend makes you understand 

The things you get stuck with 

A friend has the presence felt in life 

In life's every bit 

A friend will be there to listen to you 

Even if you have words so few 

A true friend will also listen to your silence 

And will maintain a balance 

So that you don't fall off for few 

That is true friend for you!"
Friendship,A true friend remains,"A true friend remains in your life forever 

And makes your life complete 

A true friend is first to find your fault 

But always the first to greet 

A true friend will stick to you 

For all the things old and new 

A true friend is an important part of life 

A true friend will help you suffice 

Enough to stay happy in your life!"
